V1,V2,V3,V4,V5,V6,V7
0.32,0.56,0.98,0.61,0.87,1.59,1.68
1.74,1.04,1.96,2.37,0.98,0.68,0.01
0.02,0.9,2.31,0.81,0.62,0.36,0.44
1.46,2.05,4.49,2.51,0.12,0.42,1.79
2.21,0.3,4.5,6.36,1.11,8.63,6.41
0.24,2.25,2.04,0.98,1.16,0.32,0.05
0.75,0.43,3.9,4.12,3.17,0.47,1.33
3.87,1.41,1.59,6.48,2.59,3.39,7.26
4.1,2.71,0.99,1.17,1.12,1.83,4.86
6.45,1.96,3.81,1.3,1.48,6.39,5.95
0.87,3.04,5.62,1.51,5.94,10.51,2.46
2.24,1.87,4.06,1.03,3.05,1.57,9.49
11.35,0.78,4.35,3.72,0.28,1.36,1.9
1.3,4.45,6.75,7.76,8.89,3.77,4.25
3.49,0.69,0.79,0.7,3.47,2.18,6.36
9.11,1.38,0.46,0.05,0.92,0.83,0.62
4.25,6.39,1.49,1.72,0.41,3.89,3.87
3.3,10.4,5.84,0.65,9.56,1.87,0.92
0.72,3.5,3.38,0.31,0.94,0.29,7.91
8.64,2.73,3.58,1.89,0.41,0.54,0.63
1.1,9.98,1.98,1.19,0.28,0.27,0.8
5.92,10.98,3.7,0.79,1.79,6.18,4.18
4.41,6,3.41,1.6,7.09,4.35,1.41
0.88,2.11,2.02,1.2,1.19,3.93,13.35
4.58,1.6,3.42,4.48,6.81,0.44,5.39
5.88,0.77,5.95,9.48,1.64,0.47,3.02
8.48,0.42,0.09,0.17,0.44,0.29,4.1
4.65,1.35,1.03,1.86,0.65,0.66,0.37
0.28,0.09,0.81,0.45,1.97,1.95,1.78
0.63,3.45,2.73,3.93,1.19,2.25,2.91
4.16,2.57,5.48,0.47,5.17,5.75,3.1
1.87,3.31,12.31,2.14,1.14,2.25,1.38
3.25,3.09,3.03,0.72,1.36,1,9.34
4.1,0.63,1.83,3.23,3.04,0.4,2.65
1.37,3.02,2.5,2.54,2.81,1.87,0.7
0.72,0.4,0.23,4.88,3.91,0.5,0.23
2.62,1.88,1.62,0.15,1.32,0.91,1.05
2.67,2.35,2.54,3.85,1.84,2.73,2.55
0.6,3.79,0.36,0.96,0.42,0.13,0.56
1.19,2.78,3.25,1.59,0.32,0.6,2.94
2.49,0.48,1.71,1.76,0.69,2.53,5
0.54,0.04,0.44,1.2,0.06,0.93,1.33
0.93,1,6.64,1.99,2.46,10.43,1.06
0.29,3.45,0.5,0.59,0.66,1.05,1.08
0.49,2.98,9.06,1.77,3.03,1.9,0.71
3.79,4.58,5.59,1.02,1.42,0.93,1.62
2.43,1.56,0.64,3.44,0.88,3.11,0.85
1.03,4.81,0.18,0.18,0.39,0.1,0.01
0.24,1.76,0.78,0.34,0.06,0.09,1.16
0.55,2.09,4,0.31,2.77,7.92,4.49
4.15,0.76,0.35,0.81,5.11,4.26,0.93
0.98,0.48,0.39,1.35,0.39,2.35,7.23
3.8,0.35,2.42,3.06,9.72,3.62,0.42
1.42,2.09,6.39,4.33,4.03,4.24,6.59
0.77,0.94,1.27,3.39,3.31,9.96,2.6
0.39,7.12,1.62,0.68,2.51,6,5.41
1.82,6.26,3.64,7.91,3.89,3.97,3.86
3.49,3.35,1.94,0.46,1.37,0.66,0.27
0.9,1.51,1.78,4.67,1.23,0.9,1.65
5.44,1.48,0.19,0.98,0.87,0.13,0.56
0.28,1.4,0.89,4.66,2.96,0.69,2.19
0.44,0.68,3.05,7.23,5.39,0.16,0.82
0.45,1.43,2.62,6.28,5.78,9.21,3.04
0.97,1.17,0.6,0.57,0.75,0.18,2.15
3.17,2.87,5.38,0.18,0.01,1.05,4.44
4.38,0.7,5.68,0.08,0.35,0.07,1.31
0.77,4.9,2.8,0.9,4.6,11.87,0.03
0.56,2.64,0.29,2.47,2.06,3.06,5.35
0.73,2.17,1.17,1.54,3.58,0.48,4.19
0.55,0.19,2.21,1.21,2.33,13.52,2.87
0.58,1.2,0.6,0.38,0.35,0.48,0.86
2.76,3.84,0.79,0.6,5.41,1.89,0.92
0.58,1.68,6.38,0.73,1.73,0.38,2.54
5.77,3.87,3.29,1.14,6.7,8.58,2.8
0.15,0.32,0,0.14,0.31,0.06,0.31
1.34,1.45,7.12,1.7,2.71,0.45,2.48
6.88,2.12,6.19,5.05,3.94,2.79,2.48
1.54,2.28,8.44,11.72,11.63,4.89,2.76
5.93,2.87,0.74,1.6,1.69,0.94,1.37
0.63,8.48,2.03,4.53,1.13,2.14,4.97
1.46,0.93,1.26,1.58,0.63,1.59,3.58
1.44,0.77,1.08,0.88,0.93,4.06,1.76
2.22,2.99,3.12,2.37,1.43,0.81,1.33
2.9,7.26,1.9,4.27,1.66,2.46,2.78
6.3,1.02,0.31,1.82,4.46,1.12,1.9
1,1.65,2.95,4.59,6.44,3.07,0.58
1.13,0.64,2.99,8.72,0.73,1.11,0.89
5.05,3.17,3.86,2.59,5.62,1.4,1.36
0.6,4.45,0.71,1.57,4.16,2.3,4.61
0.46,0.28,0.14,0.42,1.47,2.7,0.86
0.29,1.81,2.93,3.19,8.2,3.52,0.73
1.92,1.09,0.28,1.64,17.57,2.05,3.06
0.45,3.6,2.49,0.24,0.11,0.58,0.86
0.65,0.48,0.13,0.36,1.06,0.85,0.64
7,6.44,0.73,2.23,3.47,3.16,1.81
1.28,1.52,0.36,1.11,5.45,1.2,0.38
0.93,0.19,0.19,0.06,1.38,2.97,0.6
3.08,5.6,4.84,3.27,1.15,0.6,0.2
0.88,4.63,8.99,0.71,0.76,0.92,5.08
2.49,4.33,0.95,0.07,0.42,6.6,1.06
0.41,0.61,3.43,1,2.27,2.59,3.12
1.18,1.17,0.33,0.16,0.22,6.14,1.59
1.89,4.15,3.59,2.76,7.04,0.75,3.8
4.65,2.37,2.95,12.49,15.08,3.3,1.84
6.94,0.25,0.93,0.6,0.2,0.5,0.74
0.55,1.08,0.48,0.06,0.01,1.21,15.06
8.75,0.6,3.22,1.45,2.12,5.68,3.68
1.55,0.9,3.05,2.28,1.47,0.03,0.8
10.55,3.19,1.8,2.69,4.77,5.15,10.13
1.27,3.59,3.95,0.65,3.73,5.81,3.29
0.67,1.47,3.06,1.01,0.5,2.1,3.89
13.43,1.86,0.35,0.84,0.02,0.94,4.54
4.45,1.01,3.96,1.76,6.97,4.29,1.37
7.74,1.07,0.56,0.19,0.09,0.1,2.13
4.48,9.45,0.2,0.16,0.2,2.74,7.79
2.92,1.02,0.99,1.45,3.18,0.67,1.59
10.94,7.13,0.78,1.69,1.58,2.74,4.84
3,0.96,0.69,0.17,1.4,0.17,4.18
1.37,7.12,6.04,0.5,0.46,0.79,0.29
0.13,2.32,4.54,0.24,9.28,1.13,0.49
1.8,1.98,2.26,1.06,3.71,11.93,2.36
1.45,0.12,2.89,4.18,0.77,10.86,4.2
2.62,1.36,2.04,0.74,0.24,2,5.49
6.2,4.54,1.92,8.92,7.49,0.72,0.66
2.53,5.86,9.18,9.1,2.64,5.45,1.67
3.68,2.01,2.04,9.53,12.01,0.83,2.28
2.6,0.78,0.57,0.58,0.51,0.25,3.83
1.58,0.06,0.09,0.11,0.25,0.88,1.1
2.96,15.62,1.59,1.81,0.26,3.36,1.06
3.92,0.52,0.09,0.04,0.61,2.9,0.02
0.29,0.43,1.75,9.38,4.23,2.51,2.7
1.41,4.37,7.86,4.15,0.93,0.22,0.19
1.4,15.61,3.07,0.88,0.53,1.77,0.29
0.28,0.24,1.56,4.66,1.09,1.17,2.86
0.36,4.16,4.46,1.77,2.8,6.71,7.9
6.46,2.83,3.12,0.71,1.35,6.16,15.85
3.36,0.51,1.01,0.72,0.96,1,4.02
0.46,1.32,3.2,2.64,1.13,8.44,1.6
2.21,3.6,1.16,3.9,1.71,1.73,1.97
0.69,0.3,3.76,4.68,0.79,0.75,2.12
3.79,0.97,1.74,1.45,1.95,0.43,0.02
0,0.91,0.3,0.61,0.1,0.06,0.04
1.01,0.63,2.37,2.42,7.52,2.52,2.27
0.43,3.09,4.2,1.3,1.92,0.97,1.1
1.81,0.93,0.8,1.49,2.11,5.93,7.45
3.57,2.64,2.13,7.46,2.35,0.66,1.3
0.29,0.7,0.11,0.07,0.03,0,0.09
1.25,2.49,0.18,0.18,2.16,1.76,8.45
2.21,1.34,4.71,14.54,3.98,0.4,0.75
1.32,1.43,0.22,0.53,1.4,0.74,0.86
1.26,10.74,9.45,2.25,0.6,0.12,0.47
6.57,10.9,2.06,0.22,0.06,7.7,4.87
7.61,3.19,1.2,0.45,0.61,0.26,2.28
2.24,7.78,2.83,4.1,1.24,0.27,0.44
5.24,4.13,0.74,0.54,0.7,0.13,0.4
0.46,3.85,0.28,0.39,6.92,5.8,0.68
0.09,0.01,0.03,4.46,4.09,4.86,4.28
14.92,1.14,1.5,4.53,5.51,2.98,1.29
0.93,1.55,0.21,0.51,0.04,0.13,0.07
1.02,2.37,5.13,1.7,6.07,1,8.69
2.24,0.92,0.43,0.78,0.24,0.75,0.61
0.01,0.31,3.58,4.56,3.35,1.88,5.15
2.25,3.66,2.13,4.54,6.73,6.19,4.91
8.02,1.58,1.39,0.93,0.43,2.13,2.31
0.27,0.33,1.73,1.36,3.29,0.52,3.22
1.2,10.01,1.24,0.66,1,0.58,0.35
0.32,7.81,5.08,1.84,0.85,2.5,4.11
3.95,0.07,0.03,0.17,3.1,2.24,3.21
0.26,0.12,0.22,0.26,3.21,3.59,9.1
2.14,4.07,2.98,4.51,1.44,0.16,1.24
3.14,5.37,0.61,0.24,0.69,2.56,0.07
0,2.84,9.02,0.84,0.86,0.13,0.24
4.18,5.33,2.06,0.09,1.25,1.67,11.04
8.05,7.46,3.05,5.05,0.92,0.43,0.19
7.16,3.05,3.88,5.3,4.74,1.58,2.12
2.39,5.88,1.32,4.99,3.42,6.24,8.45
3.34,0.48,0.09,1.43,3.03,1.64,0.97
1.81,5.16,4.76,1.05,0.23,2.41,1.82
1.66,1.66,1.33,2.23,8.49,8.81,7.49
1.94,3.43,3.89,3.09,0.93,7.32,5.64
2.52,1.81,3.16,1.5,1.14,0.25,1.68
1.03,0.8,1.23,0.7,3.36,4.5,0.21
0.77,3.43,3.28,6.33,1.07,1.54,3.98
4.55,1.75,1.85,3.96,4.51,5.04,3.74
1.13,4.47,4.08,2.17,5.16,5.3,2.35
4.27,1.14,0.81,0.1,4.54,1.66,5.09
2.53,3.11,7.37,0.27,0.41,3.96,0.36
0.45,0.83,1.85,0.2,0.76,0.08,1.01
2.74,0.21,0.19,0.17,0.48,1.92,3.15
0.75,0.46,0.58,2.37,2.75,1.32,0.3
1.6,5.99,8.65,1.22,3.28,4.11,2.51
2.81,2.02,0.57,1.86,7.71,1.8,1.36
1.14,1.44,0.27,1.92,2.15,1.09,0.18
0.23,1.21,3.37,0.47,1.59,1.61,0.51
1.5,2.97,0.7,1.47,1.43,1.35,9.12
1.24,0.9,4.35,2.83,3.93,1.78,1.55
0.43,1.17,2.49,1.59,1.95,3.92,1.55
0.72,0.45,0.06,0.13,0.88,6.21,4.25
1.75,4.59,8.04,5.5,2.43,1.24,0.7
0.27,2.77,0.92,0.04,0.02,0.29,1.26
1.69,0.59,0.45,3.14,3.89,2.23,0.27
0.85,0.37,2.76,1.96,0.66,0.46,0.05
0.41,0.95,1.57,0.25,0.56,6.84,6.33
0.32,0.03,0.03,1.1,12.48,0.6,2.01
6.09,5.31,12.78,5.07,4.82,2.74,1.47
0.51,0.02,0.49,2.6,1.52,4.91,8.5
0.45,0.1,0.83,0.17,0.27,1.7,1.95
1.54,3.16,2.45,1.47,1.29,0.93,4.05
6.74,0.04,0.7,0.1,0.81,3.61,6.03
0.58,0.25,0.92,0.57,0.05,0.96,5.43
3.76,0.68,1.19,1.39,2.42,4.95,2.55
2.72,0.08,0.25,0.11,0.08,1.2,0.03
0.02,0.62,1.46,12.29,6.26,2.91,2.36
1.67,1.34,1.82,2.14,1.2,1.49,3.75
1.93,2.11,0.85,1.08,5.99,10.73,3.73
1.75,0.63,3.18,12.49,1.33,3.86,0.68
8.7,3.36,6.87,3.8,3.89,10.83,3.66
4.61,2.92,0.34,2,1.12,0.65,4.83
3.79,1.44,3.8,1.22,2.42,8.38,3.21
6.99,2.58,3.25,0.83,1.24,7.18,9.31
3.39,5.79,0.08,1.08,1.89,0.52,1.22
2.69,2.55,4.74,1.19,2.12,1.99,4.21
6.54,3.63,2.27,1.66,10.65,15.9,6.1
4.93,1.36,1.02,9.83,6.65,0.98,6.66
6.47,6.86,8.27,11.5,4.19,0.21,0.1
2.69,0.98,5.19,7.28,3.93,16.77,0.45
1.87,9.32,3.31,0.21,0.04,0.06,2.9
7.7,2.36,0.74,0.3,0.03,0.22,0.02
0.39,0.08,0.38,1.31,4.08,4.98,2.94
1.64,3.85,1.98,4.04,7.72,9.12,1.59
3.9,2,5.81,0.65,0.04,2.7,0.35
0.57,1.34,0.3,0.37,0.64,0.14,0.39
4.22,19.25,4.88,5.32,2.94,0.5,0.58
0.52,2.07,6.88,2.09,22.66,3.79,1.93
1.26,4.38,1.39,0.85,0.33,3.24,4
5.67,3.74,2.39,0.98,1.98,1.08,0.19
0.12,0.45,1.68,2.88,1.55,5.58,1.75
0.57,0.44,0.33,0.96,10.04,4.73,0.22
1.43,0.71,4.07,1.37,0.87,1.28,4.48
1.36,2.79,1.68,2.46,2.84,5.93,1.5
1.76,1.03,6.29,9.93,2.16,0.85,1.86
6.93,18.04,1.88,1.09,1.86,0.53,0.91
3.56,0.2,2.23,7.18,0.8,1.05,0.97
1.6,0.38,0.16,0.26,6.55,1.81,1.48
4.12,0.74,3.06,1.85,4.78,1.9,5.04
2.32,0.34,0.21,0.12,0.32,1.35,1.09
2.7,0.24,0.57,0.21,0.46,3.84,2.66
0.73,1.36,5.27,0.93,1.04,0.3,0.3
8.83,4.69,1.94,1.17,0.09,0.06,0.03
0.05,0.16,0.29,0.34,5.52,1.76,0.46
1.69,1.66,0.93,2.48,0.37,0.27,5.6
0.71,1.6,7.76,0.38,0.02,2.43,4.23
0.61,0.24,0.97,0.11,0.1,0.27,0.32
0.55,0.13,0.51,3.4,5.92,3.26,1.52
0.05,0.1,0.46,0.32,2.89,8.75,2.85
0.38,0.08,0.62,0.26,4.03,3.97,1.63
1.43,6.45,7.81,0.83,2.74,0.37,7.28
5.1,0.27,3.17,4.4,3.64,1.91,1.53
2.53,2.7,5.7,3.32,0.71,0.08,0.66
0.33,0.33,0.16,0.29,0.64,4.89,3.09
1,0.47,1.9,2.05,1.73,0.86,1.43
7.34,9.63,2.12,1.91,6.84,1.58,0.32
7.16,8.36,2.39,0.56,0.23,1.99,5.95
2.46,3.37,9.03,6.84,0.58,0.41,0.65
2.49,6.13,2.7,1.64,2.59,3.59,3.72
10.14,5.96,0.83,0.78,3.47,9.46,3.47
3.4,1.07,0.54,0.38,1.31,3.43,3.6
3.59,3.08,2.68,1.51,2.18,8.31,1.19
7.72,0.46,0.81,1.8,0.47,1.11,2.08
3.96,5.21,1.6,1.04,0.07,0.31,0.87
7.57,6.51,7.31,11.5,5.49,1.64,0.75
3.06,3.32,2.65,2.21,1.3,1.56,1.55
1.82,2.86,3.52,0.71,0.87,0.49,1.84
5.46,1.5,1.59,0.65,3.66,4.95,0.12
0.89,4.89,1.77,1.28,3.21,7.66,1.09
3.83,5.03,4.33,1.55,10.25,10.62,3.76
1.3,3.96,0.99,2.79,8.21,2.73,0.44
2.19,7.43,11.19,3.11,0.53,0.53,0.52
0.05,0.67,0.84,5.55,1.98,0.39,4.74
3.78,9.28,4.43,0.98,1.87,6.56,1.24
4.5,2.59,0.18,0.76,3.15,2.98,6.46
0.37,0.83,1.06,0.4,0.58,1.04,7.36
12.82,0.47,1,8.55,5.32,0.47,0.05
0.11,2,1.58,2.15,3.35,1.79,1.94
2.67,1.21,2.17,1.63,3.95,5.26,0.43
1.4,0.9,0.76,1.79,1.89,1.04,3.21
2.88,1.45,0.47,1.36,0.35,4.05,1.57
1.01,0.39,1.14,0.87,0.74,4.96,17.26
3.16,0.82,0.6,0.82,3.98,0.79,3.71
1.46,3.08,0.37,0.04,1.29,4.83,0.74
0.06,0.4,0.31,0.09,0.14,0.36,1.35
1.57,3.19,4.72,0.72,1.4,3.44,2.96
0.97,1.35,2.02,3.92,1.8,2.05,4.67
0.32,1.46,3.07,0.85,5.14,4.1,1.37
0.26,3.29,2.62,2.71,2.1,0.68,0.79
6.87,4.83,0.82,1.49,1.22,2.43,1.65
3.67,0.64,0.66,0.83,10.43,8.01,0.68
0.17,0.39,0.45,3.04,1.96,1.59,0.86
0.59,1.04,3.53,1.18,0.56,0.71,3.86
1.16,0.36,1.49,0.04,0.22,0.15,0.61
1.67,0.47,0.9,6.92,5.22,2.59,0.14
0.45,1.11,0.36,0.15,0.18,0.36,0.56
1.88,0.71,0.75,6.56,0.59,0.17,2.86
1.46,3.98,2.26,1.58,2.23,2.13,0.2
2.25,8.27,0.22,0.95,2.53,0.12,2.33
3.24,0.99,1.41,0.52,0.45,1.17,4.94
1.54,1.39,3.53,6.25,0.57,0.59,0.99
0.18,0.53,6.86,5.06,0.47,6.79,2.91
0.95,0.95,0.55,0.07,0.23,0.04,2.6
1.7,6.16,8.28,2.23,2.95,1.09,5.68
1.47,0.18,0.65,0.69,3.94,0.99,2.61
1.11,2.42,1.4,9.18,0.1,0.91,3.99
10.3,2.61,0.57,0.47,0.52,0.13,0.78
0.39,0.83,2.41,3.74,11.08,0.26,1.96
3.06,4.07,8.1,1.32,0.51,0.62,0.32
1.98,8.16,1.21,0.03,0.04,0.51,2.63
2.36,12.94,2.26,2.83,3.58,2.13,0.25
1.37,1.85,0.36,0.84,5.01,12.84,4.91
3.31,5.22,4.93,6.38,2.77,2.54,0.2
0.96,2.61,5.96,3.46,4.13,12.63,2.72
1.64,4.01,3.7,0.88,1.49,2.23,1.95
2.64,1.98,2.05,3.3,9.21,6.69,3.41
2.54,4.78,1.71,0.28,1.87,1.65,5.91
4.32,3.9,3.2,3.64,11.15,0.75,0.91
6.89,2.5,0.14,0.35,1.11,4.43,11.85
1.39,0.02,1.28,0.15,0.99,4.26,8.03
0.6,0.04,2.78,2.68,1.37,3.23,4.99
4.2,0.69,4.42,3.72,0.37,0.29,0.06
2.88,1.99,2.67,1.82,1.01,0.17,0.44
1.34,0.81,5.59,1.41,6.37,3.09,0.37
0.44,0.42,1,1.76,1.44,0.36,1.52
6.43,5.05,7.56,8.77,1.12,2.62,2.81
0.15,0.15,0.23,1.76,1.94,3.94,4.77
3.22,0.27,0,0.22,0.04,0.4,0.51
0.93,3.34,6.88,6.46,0.74,1.5,2.76
4.24,3.5,2.32,0.35,0.17,0.84,1.2
0.28,5.85,9.54,0.9,2.75,5.81,5.65
6.17,0.79,1.75,1.07,0.04,0.98,1.26
3.01,2.23,0.13,0.06,3.13,3.12,0.26
2.55,8.5,2.71,1.34,0.46,1.86,0.16
10.94,5.77,1.78,0.61,1.06,0.24,2.37
3.29,4.5,2.61,2.11,1.23,4.51,7.41
1.3,0.93,0.35,0.63,0.96,5.13,2.95
0.65,0.18,0.31,0.07,0.03,0.01,0
0.1,0.06,1.26,1.63,0.7,1.09,4.41
3.13,3.02,2.39,2.53,1.06,7.7,1.65
2.43,0.9,1.81,6.33,4.47,2.6,9.56
15.28,3.46,2.17,0.95,2.93,9.82,6.1
2.54,1.21,0.44,0.42,0.37,0.42,0.79
0.51,0.42,2.12,0.6,0.33,1.47,2.86
0.94,0.76,0.44,1.47,3.45,5.07,2.06
0.97,1.68,1.62,5.86,0.57,1.06,0.52
1.44,2.64,1.73,0.82,1.89,0.7,1.79
2.39,4.1,0.35,0.77,0.68,1.23,0.33
5.64,2.41,13.59,2.32,0.33,0.48,0.14
0.03,0.27,0.17,0.36,0.6,0.19,0.36
1.88,5.35,2.67,0.52,0.01,0.01,0.03
0.08,0.45,0.12,0.46,0.29,0.68,0.74
0.83,3.26,1.48,2.68,2.46,0.82,1.11
1.39,0.05,3.08,7.05,1.73,0.26,0.73
0.61,0.38,6.32,1.79,2.01,14.83,0.6
0.73,0.36,1.59,4.63,5.41,2.01,0.9
0.14,0.06,0.03,0.7,1.45,0.42,0.06
0.33,0.6,4.99,10.13,3.87,1.9,4.35
6.61,1.18,5.92,5.52,0.69,1.72,5
1.42,3.03,7.25,2.53,0.8,0.11,0.71
14.76,1.95,0.28,0.03,1.35,7.76,3.06
0.17,0.55,4.97,6.08,0.47,0.04,2.05
1.06,0.42,0.61,0.01,0.58,0.25,0.17
0.08,0.49,0.73,0.26,1.38,0.97,2.16
5.01,3.48,4.15,2.82,6.32,4.54,1.2
0.73,2.61,4.33,11.9,6.14,2.75,2.14
3.19,1.07,1.49,2.09,4.79,5.55,2.83
9.08,2.95,2.96,2.53,4.14,3.3,4.83
6.89,2.33,3.91,1.29,2.07,6.96,0
0.98,1.34,4.49,0.93,9.97,6.8,7.93
0.24,0.43,1.5,0.66,3.13,3.83,0.73
3.71,4.82,0.84,0.25,1.76,6.98,0.64
0.2,0.04,2.92,1.41,0.38,1.42,2.6
0.09,1.43,0.84,6.44,9.05,1.87,1.73
1.72,0.92,2.48,10.4,6.43,1.27,0.62
0.07,0.34,3.28,3.8,0.63,2.71,7.64
1.92,2.4,3.31,3.55,4.24,4.04,0.28
0.34,1.21,1.62,0.39,0.74,4.56,8.07
5.92,2.25,7.41,0.86,27.01,7.56,2.55
0.54,0.31,0.81,0.08,0.04,2.2,9.36
3.55,0.77,0.45,1.03,6.68,13.03,11.61
3.07,2.26,3.81,0.42,0.55,9.51,2.94
0.79,1.05,1.72,10.25,9.41,2.31,1.35
0.29,2.31,3.67,2.01,4.41,9.88,18.35
1.75,2.76,6.28,6.57,0.75,1.65,2.34
1.11,2.7,1.87,3.11,1.95,2.98,1.78
2.11,10.26,0.74,1.11,5.92,1.88,3.36
3.44,1.84,3.98,1.56,1.59,5.06,6.63
4.48,3.32,0.63,6.15,10.64,1.26,1.68
0.44,0.11,1.48,1.46,0.69,0.61,0.82
1.49,1.47,1.48,0.56,0.25,0.32,0.69
1.11,0.83,1.35,2.06,0.71,0.57,0.35
0.6,1.44,3.8,1.07,1.18,0.51,1.23
0.58,2.59,8.35,5.77,13.91,7.91,0.61
1.49,0.63,4.85,3.66,0.76,7.93,8.33
1.41,6.59,1.34,0.38,1.03,0.54,0.11
0.7,1.28,0.78,2.05,6.17,1.67,6.77
3.66,0.48,2.41,1.74,0.14,0.34,1.03
0.52,1.91,4.77,1.15,0.67,8.45,5.33
0.75,0.65,8.69,1.82,0.54,1.44,4.46
1.25,3.46,3.17,1.72,0.25,0.42,0.2
0.08,0.01,0.12,0.9,1.53,0.26,0.24
0.67,0.18,4.52,5.4,1.49,1.53,0.2
2.95,5.18,0.87,0.23,0.35,1.02,2.18
1.03,0.57,0.33,1.26,1.1,0.27,0.83
2.8,1.66,0.37,0.55,2.41,7.59,10.28
0.22,6.88,2.57,0.41,2.08,7.46,8.65
1.13,5.66,5.67,2.71,8.76,2.99,1.06
0.49,4,11.43,3.57,0.25,1.1,0.12
0.15,0.13,0.12,1.66,8.24,8.7,5.25
0.61,0.41,0.2,2.45,2.13,8.76,6.48
6.47,11.88,2.03,1.13,1.52,0.05,0.01
0.11,0.07,0.07,0.09,0.18,0.41,1.71
5.43,3.08,4.32,2.67,6.07,6.41,2.94
1.15,2.95,3.91,1.63,4.1,0.09,0.32
0.61,3.38,4.59,4.71,3.12,3.25,3.14
1.15,2.27,2.86,0.94,2.74,9.83,10.04
0.56,0.72,2.92,1.31,1.29,5.32,4.35
4.95,4.74,1.21,1.24,3.14,2.34,4.35
8.69,8.52,2.04,1.38,12.4,3.54,0.33
1.66,2.91,5.01,5.04,2.4,0.58,0.08
0.87,7.25,8.47,3.37,2.88,0.78,1.07
5.2,2.86,2.69,3.45,5.99,0.2,0.04
1.48,2.02,5.58,3.11,5.94,0.98,0.84
0.54,2.48,6.75,6.34,4.9,0.65,0.22
0.25,4.97,2.09,0.43,0,0.05,0.09
0.9,1.62,1.01,0.21,3.08,2.56,16.84
4.33,5.54,2.4,11.31,9.71,12.2,6.22
7,0.64,0.62,0.01,0.4,0.89,4.35
6.47,1.13,6.7,1,6.74,18.46,9.07
2.78,0.84,3.28,4.34,0.67,0.1,0.01
1.52,1.67,1.07,3.84,1.13,0.22,0.77
0.7,1.98,2.11,1.09,9.12,11.33,3.69
4.98,2.09,1.45,7.75,3.3,1.01,2.64
1.44,0.21,10.51,7.33,2.23,2.77,1.47
0.83,1.9,2.02,5.83,12.45,7.35,2.25
2.57,1.57,1.31,1.08,1.14,2.18,4.41
6.7,0.79,1.02,0.71,0.53,0.58,2.85
2.12,2.14,1.82,0.81,1.39,1.52,6.47
7.66,1.06,2.52,0.73,3,2.74,1.77
1.27,3.48,1.53,1.36,6.92,4.13,0.23
3.31,6.22,8.85,2.5,1.67,2.05,2.03
2.06,10.84,3.05,1.8,4.22,2.25,3.19
1.53,3.91,2.49,3.86,2.49,0.42,7.44
7.74,3.01,1.06,1.59,9.65,6.32,3.41
1.74,0.94,0.59,7.54,2.84,1.75,0.55
2.98,1.86,5.39,8.8,1.73,8.5,3.96
0.62,7.03,1.28,1.05,2.61,3.87,1.17
1.19,0.44,7.97,1.38,0.7,0.17,0.1
0.2,0.67,2.43,1.91,1.63,2.34,1.22
4.63,2,1.37,1.52,7.62,12.4,2.02
1.78,0.83,0.87,7.56,4.38,1.77,5.65
1.04,1.43,1.62,6.06,1.92,1.66,2.37
5.8,1.89,0.8,0.04,5.54,11.7,2.52
2.66,1.21,0.09,0.71,1.41,3.99,0.81
0.44,2.14,10.19,0.31,0.13,2.68,2.64
3.38,0.78,0.17,0.44,0.5,1.28,8.01
5.75,2.85,0.74,0.02,0.01,0.65,3.99
1.05,0.13,1.15,3.14,0.43,1.73,1.53
0.2,0.25,1.27,0.08,0.19,0.27,0.67
4.87,2.4,0.52,2.32,3.62,2.8,10.59
1.03,8.69,1.25,2.39,6.41,3.69,0.66
4.06,3.32,0.54,3.35,4.03,1.16,0.18
4.13,3.66,0.68,0.6,0.93,1.15,1.3
0.62,0.01,0.01,0.26,2.31,2.32,2.2
2.17,2.29,0.7,1.38,0.22,1.51,1.21
0.44,0.01,0.5,0.19,2.55,1.22,0.65
3.87,11.11,1,2.69,1.51,5.01,10.04
0.64,8.22,7.35,3.16,2.46,0.4,1.28
0.62,1.82,6.74,13.31,7.07,1.5,2.16
2.46,0.64,10.16,0.26,0.25,0.09,0.96
1.28,5.27,1.95,3.64,3.61,2.42,0.81
1.07,1.68,0.08,0.72,0.87,0.88,1.64
1.33,1.37,0.37,0.08,0.28,1.15,1.27
1.19,1.4,0.28,0.21,0.18,0.12,1.96
3.01,1.26,7.81,2.2,0.63,14.94,6.89
0.34,0.03,0.56,8.24,8.9,3.67,1.64
1.03,0.53,0.63,4.21,0.47,0.38,0.93
1.96,3.49,2.46,0.19,0.97,3.15,3.53
0.76,0.79,3,8.36,5.14,2.11,0.14
0.3,0.68,5.44,7.47,0.98,8.63,2.32
0.23,1.06,0.84,1.08,2.77,0.94,1.96
13.93,7.54,3.4,0.22,0.59,1.36,6.63
3.32,0.91,1.47,1.73,4.91,1.06,4.71
3.79,4.7,1.6,0.27,0.01,0.02,0.17
2.35,2,3.36,2.12,1.36,0.22,0.07
11.79,2.95,1.26,0.84,1.44,7.98,14.23
10.3,3.04,1.99,0.36,0.26,0.36,0.59
1.45,1.48,1.93,1.41,3.13,5.31,1.97
0.42,0.12,0.59,1.35,2.82,2.15,4.02
2.27,0.53,0.76,5.28,2.31,0.97,1.18
2.42,0.28,0.33,5.59,3.39,2.33,2.33
0.74,0.13,0.41,2.61,0.48,1.21,2.14
0.55,0.12,0.21,0.39,0.72,0.93,0.54
0.62,3.59,0.83,3.44,2.5,1.64,0.48
1.85,2.12,2,1.43,3.41,1.59,2.51
